sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,year,sector,quota
20211100116,IT,David Massey,9867464366,davidmassey@gmail.com,M,68.08,59.33,19.23,50.78,71.01,79.28,43.44,Christopher Gross,Environmental manager,Patricia Smith,Nutritional therapist,175638,400033,2019,agriculture and forestry,non minority
20211100117,IT,Peggy Johnson,8999123304,peggyjohnson@gmail.com,F,37.9,69.1,13.76,50.34,94.55,51.8,28.99,Michael Watkins,"Runner, broadcasting/film/video",Debra Shannon,Biomedical scientist,1378805,400004,2019,agriculture and forestry,non minority
20211100118,MECH,Jeremy Silva,9892579034,jeremysilva@gmail.com,M,69.16,64.78,94.06,65.79,70.75,82.16,52.17,Steven Werner,"Embryologist, clinical",Kelsey Alexander,"Pharmacist, community",279991,400070,2019,agriculture and forestry,non minority
20211100119,EXTC,Samuel Pearson,9867332797,samuelpearson@yahoo.com,M,97.17,95.86,46.87,83.96,71.78,83.06,76.08,Jesse Ramirez,Barrister,Dr. Brittany Horton,Dealer,528290,400050,2019,agriculture and forestry,non minority
20211100120,EXTC,Brandon White,8999253719,brandonwhite@gmail.com,M,63.45,77,33.63,92.08,61.95,63.51,68.55,Richard Evans,Personal assistant,Gabriela Jackson,"Biochemist, clinical",403060,400009,2019,agriculture and forestry,non minority
20211100121,MECH,Justin Mayer,9004824879,justinmayer@gmail.com,M,67.19,87.18,57.97,81.4,86.68,57.05,55.98,Douglas Patel,Financial trader,Sharon Morgan,Teaching laboratory technician,960922,400091,2019,agriculture and forestry,non minority
20211100122,MECH,Alexander Holder,9004514999,alexanderholder@gmail.com,M,53.36,64.52,66.89,55.8,89.63,96,7.3,Christopher Stephens,Adult guidance worker,Casey Dunlap,"Pharmacist, hospital",817321,400082,2019,agriculture and forestry,non minority
20211100123,IT,Spencer Torres,9987698587,spencertorres@yahoo.com,M,47.31,85.14,90.73,82.95,85.87,82.56,12.5,Ronald Duran,Customer service manager,Sarah Macias,"Doctor, general practice",1434928,400014,2019,agriculture and forestry,non minority
20211100124,IT,Jonathan Branch,9987275127,jonathanbranch@gmail.com,M,46.3,70.44,75.34,85.71,50.46,92.91,24.42,Christopher Obrien MD,Microbiologist,Jennifer Roberts,Broadcast presenter,1488217,400027,2019,agriculture and forestry,non minority
20211100125,COMPS,Zachary Manning,7738126540,zacharymanning@gmail.com,M,39.59,91.64,80.95,62.76,72.66,65.63,13.76,Brandon Davidson,Adult guidance worker,Kimberly Diaz,Furniture conservator/restorer,496834,400059,2019,agriculture and forestry,non minority
20211100126,IT,Joseph Rivera,8999327263,josephrivera@gmail.com,M,94.72,81.28,64.47,84.42,97.62,89.5,23.83,Matthew Meyer,Corporate treasurer,Lisa Joseph,Tax inspector,1374615,400006,2019,agriculture and forestry,non minority
20211100127,EXTC,Kayla Smith,9665951982,kaylasmith@hotmail.com,F,43.37,78.34,54.45,95.42,59.98,92.7,39.08,Raymond Sanders,"Civil engineer, contracting",Susan Whitehead,Video editor,259871,400054,2019,agriculture and forestry,non minority
20211100128,IT,Jennifer Gilbert,9967281086,jennifergilbert@gmail.com,F,86.66,89.36,87.06,76.48,88.2,74.95,55.64,James Walton,Technical brewer,Natalie Cole,Fisheries officer,111558,400058,2019,agriculture and forestry,non minority
20211100129,COMPS,Tyler Gutierrez,7738944166,tylergutierrez@gmail.com,M,36.22,68.13,39.87,82.32,92.56,70.34,70.12,William Young,Museum education officer,Cassandra Smith,Health promotion specialist,786029,400079,2019,agriculture and forestry,non minority
20211100130,COMPS,Mrs. Karen Jones,9892240046,mrs.karenjones@gmail.com,F,60.08,67.56,5.86,95.2,56.73,95.44,70.05,Steven Gomez,Music tutor,Kayla Smith,Museum/gallery conservator,1051723,400085,2019,agriculture and forestry,non minority
20211100131,EXTC,Ashley Nelson,9892410219,ashleynelson@yahoo.com,F,55.61,97.62,63.15,70.19,59.8,80.69,43.15,Brett Walker,Financial adviser,Chelsea Bailey,"Sound technician, broadcasting/film/video",1069650,400087,2019,agriculture and forestry,non minority
20211100132,COMPS,Ann Mcdonald,8454071894,annmcdonald@gmail.com,F,52.6,53.9,57.88,81.13,87.61,71.73,87.94,Nathan Morris,Higher education lecturer,Brittany West,Archivist,1244465,400021,2019,agriculture and forestry,non minority
20211100133,MECH,Joseph Miller,9967427996,josephmiller@gmail.com,M,87.34,73.9,35.62,85.73,62.56,67.06,6.81,Jeremy Powell,Charity officer,Sarah Meyer,"Geneticist, molecular",1175665,400049,2019,agriculture and forestry,non minority
20211100134,EXTC,Nicole Gordon,9987820652,nicolegordon@gmail.com,F,71.69,93.75,22.77,55.51,63.63,96.74,44.24,Joshua Bell,Scientific laboratory technician,Jennifer Schmidt,Osteopath,211606,400030,2019,agriculture and forestry,non minority
20211100135,EXTC,Curtis Mcgee,9004119277,curtismcgee@yahoo.com,M,63.56,52.22,81.33,86.66,86.18,78.85,76.75,Craig Rivera,Equities trader,Alice Martinez,Media buyer,202528,400016,2019,agriculture and forestry,non minority
20211100136,COMPS,Amanda Ford,9004142631,amandaford@gmail.com,F,69.88,53.21,87.99,87.13,82.66,84.6,17.65,Thomas Rowland,"Production assistant, radio",Ariel Mendoza,Curator,927205,400013,2019,agriculture and forestry,non minority
20211100137,IT,Heather Smith,7738435098,heathersmith@gmail.com,F,78.39,70.31,13.85,87.57,69.58,60.46,68.01,Jeremy Smith,Neurosurgeon,Dana Cobb,Arboriculturist,651633,400082,2019,agriculture and forestry,non minority
20211100138,IT,Jennifer Jones,7738390561,jenniferjones@yahoo.com,F,79.62,86.71,72.99,80.23,51.97,63.58,77.35,Todd White,"Designer, jewellery",Anita Koch,Learning mentor,1430166,400089,2019,agriculture and forestry,non minority
20211100139,IT,Dustin Gardner,9892182558,dustingardner@gmail.com,M,94.11,56.33,68.36,74.13,91.69,74.97,17.86,Stephen Nolan,Hotel manager,Victoria Clark,Corporate investment banker,397370,400091,2019,manufacturing,non minority
20211100140,IT,Kyle Hale,9004627588,kylehale@gmail.com,M,88.61,74.65,5.53,65.54,98.78,89.23,4.99,Keith Sanchez,Automotive engineer,Victoria Montes,Rural practice surveyor,638204,400032,2019,manufacturing,non minority
20211100141,IT,Charles Kennedy,7738729808,charleskennedy@yahoo.com,M,45.05,73.41,67.86,96.56,69.41,64.71,58.24,Mr. Gregory Stout,Hydrographic surveyor,Julie Stone,Structural engineer,780002,400006,2019,manufacturing,non minority
20211100142,EXTC,Dylan Johnson,9004478209,dylanjohnson@gmail.com,M,86.86,62.82,16.11,74.03,77.32,78.62,76.8,Steven Robinson,Hydrologist,Danielle Smith,"Programme researcher, broadcasting/film/video",1130779,400051,2019,manufacturing,non minority
20211100143,COMPS,Shannon Washington,9987343279,shannonwashington@gmail.com,F,39.26,51.81,85.22,73.41,64.17,74.04,45.92,Brian Snow,"Librarian, academic",Candice Bartlett,"Producer, television/film/video",698797,400094,2019,manufacturing,non minority
20211100144,COMPS,Michael Hampton,8999050751,michaelhampton@gmail.com,M,85.6,94.39,56.67,74.11,86.2,78.3,26.79,George Cooley,Set designer,Heather Brown,Associate Professor,166081,400035,2019,manufacturing,minority
20211100145,EXTC,Christy Garner,8452096999,christygarner@gmail.com,F,55.85,71.61,64.33,72.2,74.76,61.32,58.43,Justin Smith,Operations geologist,Nichole Allen,Technical sales engineer,447166,400060,2019,manufacturing,minority
20211100146,COMPS,Joe Garrett,9892386324,joegarrett@yahoo.com,M,49.15,77.94,49.14,58.48,67.21,92.29,15.44,Jeffrey Phillips,Special educational needs teacher,Tracy Morris,Civil Service fast streamer,304368,400042,2019,manufacturing,minority
20211100147,EXTC,Stephanie Morrison,9665884201,stephaniemorrison@gmail.com,F,51.59,88.13,64.15,73.91,65.35,53.37,29.47,Curtis Gillespie,"Runner, broadcasting/film/video",Mandy Reid,"Restaurant manager, fast food",134159,400094,2019,manufacturing,minority
20211100148,IT,David Mosley,8451872168,davidmosley@gmail.com,M,39.21,73.99,33.41,65.55,89.35,51.01,60.42,Randall Hill,Press sub,Melinda Ramos,Electronics engineer,1367206,400029,2019,manufacturing,minority
20211100149,COMPS,Wendy Gaines,9004586718,wendygaines@gmail.com,F,94.29,82.8,70.74,94.38,57.08,57.66,55.58,Blake Jordan,Financial adviser,Alicia Austin,"Scientist, clinical (histocompatibility and immunogenetics)",355621,400077,2019,manufacturing,minority
20211100150,MECH,Seth Garcia,9004123959,sethgarcia@yahoo.com,M,51.14,81.96,77.38,58.84,67.13,90.59,15.89,Troy Cherry,Biomedical engineer,Mary Stark,Telecommunications researcher,832220,400093,2019,manufacturing,minority
20211100151,IT,Joseph Cox,7738491694,josephcox@gmail.com,M,49.21,79,47.61,51.53,63.88,72.17,65.31,Thomas Harper,Quality manager,Kaitlyn Lee,Market researcher,1439661,400055,2019,manufacturing,minority
20211100152,MECH,Robert Adams,7738358403,robertadams@gmail.com,M,63.32,68.61,46.34,84.83,90.45,72.33,65.88,John Lawrence,Chief Operating Officer,Natalie Trevino,"Civil engineer, contracting",1389753,400084,2019,manufacturing,minority
20211100153,EXTC,Edward Little,9867446516,edwardlittle@gmail.com,M,86.11,63.97,19.52,65.87,77.21,51.49,73.41,Stephen Glover,Quantity surveyor,Elizabeth Johnson,Actor,890568,400097,2019,manufacturing,minority
20211100154,IT,Angel Bautista,8452847605,angelbautista@gmail.com,F,35.41,93.64,57.87,94.01,62.22,64.46,37.08,Danny Farrell,Mudlogger,Jo Brown,Architect,1394112,400001,2019,manufacturing,minority
20211100155,IT,Michael Espinoza,8454958401,michaelespinoza@gmail.com,M,51.7,64.64,2.78,95.51,70.01,89.91,57.12,Robert Mahoney,Food technologist,Stacey Johnson,Chief Financial Officer,939623,400095,2019,manufacturing,minority
20211100156,EXTC,Jessica Walsh,9665198193,jessicawalsh@yahoo.com,F,76.66,74.93,26.62,60.9,62.3,76.32,88.53,Casey Shaw,Geophysical data processor,Patricia Chandler,"Scientist, clinical (histocompatibility and immunogenetics)",1221498,400059,2019,manufacturing,minority
20211100157,IT,Roger Harrison,9867281018,rogerharrison@yahoo.com,M,71.76,93.68,15.55,99.97,91.53,74.4,22.75,Sean Mcbride,Homeopath,Leslie Hurst,Seismic interpreter,274852,400053,2019,manufacturing,minority
20211100158,COMPS,Matthew Edwards,9867835852,matthewedwards@hotmail.com,M,91.34,70.76,71.93,50.25,55.32,85.73,80.81,Clinton Gilmore,"Designer, exhibition/display",Virginia Chambers,"Merchandiser, retail",967386,400017,2019,manufacturing,minority
20211100159,EXTC,Hunter Watson,8454023930,hunterwatson@hotmail.com,M,91.98,77.17,38.9,77.25,52.1,96.66,87.37,Justin Vasquez,"Research officer, government",Lori Jenkins,Water engineer,1079211,400085,2019,manufacturing,minority
20211100160,MECH,Lawrence Wilson,9867471317,lawrencewilson@yahoo.com,M,42.9,76.07,86.67,50.52,68.56,60.02,62.49,David Welch,Community pharmacist,Lisa Cabrera,"Surveyor, hydrographic",744749,400019,2019,manufacturing,minority
20211100161,COMPS,Kendra Ruiz,9987975199,kendraruiz@gmail.com,F,94.09,66.45,3.78,75,71.89,61.71,11.92,Thomas Marshall,Armed forces logistics/support/administrative officer,Courtney George,"Research officer, government",477071,400040,2019,manufacturing,minority
20211100162,COMPS,Daniel Rose,9967027229,danielrose@hotmail.com,M,43.38,62.86,53.27,61.12,61.38,99.78,68.06,Richard Jones,"Surveyor, building",Alexa Herrera,"Teacher, adult education",245387,400089,2019,manufacturing,minority
20211100163,COMPS,Beth Castillo,9867149239,bethcastillo@gmail.com,F,40.13,83.97,13.74,74.1,71.43,75.35,88.61,John Evans,Ambulance person,Pamela Sanford,Product designer,1302911,400018,2019,manufacturing,minority
20211100164,MECH,Steve Thomas,9987461866,stevethomas@gmail.com,M,41.93,89.11,60.9,99.49,67.97,57.86,58.1,Howard Pope,Meteorologist,Holly Green,Ship broker,1050638,400042,2019,manufacturing,minority
20211100165,EXTC,Kyle Murphy,9892463969,kylemurphy@gmail.com,M,35.5,81.75,81.4,88.9,81.36,92.87,67.53,Mr. James Lopez,Geochemist,Samantha Williams,Commercial horticulturist,936979,400056,2019,manufacturing,minority
20211100166,MECH,Anthony Moore,9665622726,anthonymoore@gmail.com,M,60.67,60.52,41.71,74.04,91.5,80.14,36.01,Jeffrey Vaughan,Waste management officer,Judy Hernandez,Patent examiner,292078,400088,2019,manufacturing,minority
20211100167,EXTC,Stephen Lester,9967554996,stephenlester@gmail.com,M,96.92,60.07,65.67,71,94.81,87.41,23.99,Glenn King,Restaurant manager,Heather Wheeler,"Surveyor, insurance",891852,400092,2019,manufacturing,minority
20211100168,IT,Stephen Roy,9987927846,stephenroy@gmail.com,M,55.67,79.21,24.35,76.86,80.56,57.19,78.25,Eric Dorsey,Production engineer,Jennifer Conley,Building surveyor,763802,400065,2019,manufacturing,minority
20211100169,IT,Tim Banks,9987297893,timbanks@yahoo.com,M,99.45,72.53,91.93,56.34,69.79,75.86,86.77,Ryan Patton,Commercial horticulturist,Mary Jackson,Teaching laboratory technician,366091,400070,2019,manufacturing,minority
20211100170,IT,Ann Anderson,8452089024,annanderson@gmail.com,F,60.78,99.07,91.69,71.69,77,80.76,22.51,Brian Cunningham,"Engineer, production",Caitlin Palmer,Midwife,1070123,400042,2019,manufacturing,minority
20211100171,IT,Michael Moses,9987489267,michaelmoses@gmail.com,M,53.65,89.16,25.37,56.78,97.85,98.63,81.16,Ross Cross,Local government officer,Monica White,"Administrator, charities/voluntary organisations",938892,400072,2019,manufacturing,minority
20211100172,EXTC,Jeremy Harris,7738928788,jeremyharris@gmail.com,M,46.87,82.99,54.35,88.44,91.28,57.49,46.67,Jonathan Harrington III,"Research officer, trade union",Terry Hunt,Sports coach,1248210,400055,2019,manufacturing,minority
20211100173,EXTC,Kevin Torres,8999343776,kevintorres@gmail.com,M,72.56,72.74,93.61,58.7,66.62,82.74,26.71,Aaron Kirk,Sports coach,Virginia Holmes,Industrial buyer,1003858,400090,2019,manufacturing,minority
20211100174,EXTC,Steven Watkins,9665461130,stevenwatkins@gmail.com,M,63.31,94.73,76.9,79.93,62.94,54.86,29.63,Jeffrey Miles,"Engineer, control and instrumentation",Stacy Anderson,Publishing copy,303338,400059,2019,manufacturing,minority
20211100175,IT,John Welch,9967953896,johnwelch@gmail.com,M,69.75,96.74,52.87,89.17,56.41,65.78,86.43,James Thomas,Accounting technician,Erin Mcintyre,"Engineer, site",588088,400049,2019,manufacturing,minority
20211100176,EXTC,Mark Carter,9665241875,markcarter@gmail.com,M,79.04,90,36,51.71,52.64,85.29,26.78,Mark Ward,Volunteer coordinator,Patricia Wong,Sports coach,1046894,400043,2019,manufacturing,minority
20211100177,COMPS,Jesus Watkins,9665778306,jesuswatkins@gmail.com,M,72.36,81.9,1.18,75.92,98.45,94.07,62.67,Michael Rubio,"Engineer, civil (contracting)",Debra Edwards,Arts development officer,848977,400014,2019,manufacturing,minority
20211100178,IT,Joshua Rodriguez,9867482864,joshuarodriguez@gmail.com,M,59.94,88.69,9.47,74.77,75.53,99.09,27.89,Roger Mcpherson,"Development worker, international aid",Teresa Flores,"Scientist, audiological",1084589,400093,2019,manufacturing,minority
20211100179,COMPS,Joseph Smith,9987990617,josephsmith@hotmail.com,M,84.9,64.16,90.78,86.5,82.33,74.9,73.72,Zachary Martinez,Psychotherapist,Tonya Cook,Quantity surveyor,159496,400005,2019,manufacturing,minority
20211100180,COMPS,Jason Rosales,9004635345,jasonrosales@gmail.com,M,84.59,67.45,90.79,72.27,86.3,50.02,2.4,Timothy Pena,"Investment banker, corporate",Alicia Martin,"Civil engineer, consulting",716884,400029,2019,manufacturing,minority
20211100181,COMPS,Carlos Shaw,9665599836,carlosshaw@gmail.com,M,50.31,54.85,91.18,51.26,52.76,74.44,80.25,Kyle Moran,Operational investment banker,Lynn Myers,"Designer, exhibition/display",608030,400039,2019,manufacturing,minority
20211100182,IT,Jacob Richardson,7738443809,jacobrichardson@gmail.com,M,45.73,81.98,89.94,55.1,77.83,60.81,24.49,John Hernandez,Insurance claims handler,Sue Martinez,Claims inspector/assessor,1137554,400070,2019,manufacturing,minority
20211100183,COMPS,Joseph Kim,9892013268,josephkim@yahoo.com,M,85.34,87.59,88.88,53.11,56.47,65.93,4.09,Brandon Rogers,Land/geomatics surveyor,Amanda Copeland,Structural engineer,206245,400073,2019,manufacturing,minority
20211100184,MECH,Brian Santos,8451961085,briansantos@yahoo.com,M,45.34,61.1,85.13,91.04,67.87,76.44,7.5,Mark Harrington,Music therapist,Tara Garcia,Location manager,943580,400042,2019,manufacturing,minority
20211100185,IT,John Smith,9867425265,johnsmith@yahoo.com,M,81.78,64.44,74.84,92.28,50.32,68.37,34.49,Jonathan Young,"Merchandiser, retail",Veronica Dawson,Nutritional therapist,952230,400065,2019,manufacturing,minority
20211100186,MECH,Austin Frye,8999392817,austinfrye@yahoo.com,M,39.89,70.17,95.98,58.29,53.21,78.18,76.69,Edward Giles,Research scientist (maths),Monica Woods,Financial adviser,109893,400066,2019,manufacturing,minority
20211100187,IT,Mr. Bryan Santiago,7738532107,mr.bryansantiago@gmail.com,M,64.7,74.98,10.62,74.81,68.18,88.91,20.01,Justin Nelson,Higher education lecturer,Zoe Thompson,Pathologist,900364,400078,2019,manufacturing,minority
20211100188,IT,Jessica Clarke,9892699142,jessicaclarke@yahoo.com,F,39.06,58.71,95.25,98.38,83.01,85.36,78.17,Matthew Wilson,"Presenter, broadcasting",Rebecca Bailey,"Therapist, speech and language",592546,400045,2019,manufacturing,minority
20211100189,COMPS,Holly Howell,7738518563,hollyhowell@gmail.com,F,93.97,55.81,48.32,58.03,69.9,69.15,20.6,Brian Vincent,Warehouse manager,Kimberly Parks,"Engineer, communications",913079,400060,2019,manufacturing,minority
20211100190,COMPS,Matthew Herrera,8452054678,matthewherrera@hotmail.com,M,45.55,67.46,74.28,75.53,87.09,89.92,68.03,Alexander Craig,Insurance underwriter,Kimberly Compton,Music therapist,876497,400023,2019,manufacturing,minority
20211100191,IT,Tammy Harrington,8999053513,tammyharrington@hotmail.com,F,80.89,85.64,53.95,83.01,85.46,83.48,53.01,John Wheeler,Chartered certified accountant,Martha Wilkins,Hydrologist,921214,400029,2019,communications ,minority
